QUALITY_SCORE,SPECIES,OWNER,REGION,COUNTRY_OF_ORIGIN,HARVEST_YEAR,VARIETY,STATUS,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,MOISTURE,QUAKERS,CATEGORY_ONE_DEFECTS,CATEGORY_TWO_DEFECTS,COLOR,ALTITUDE_NUMERIC,ALTITUDE_UOM,GRADING_YEAR
81.83,Arabica,CHRISTINA DUSING,VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,7.25,12,0,0,2,Green,1500,m,2012
81.83,Arabica,EssenceCoffee,LINGTON NIHUTA,Indonesia,2014,Typica,Completed,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,7.42,11,0,2,6,None,1300,m,2015
81.83,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,NULL,Completed,NULL,7.58,7.5,7.17,7.58,7.33,7.33,10,10,7.33,5,0,0,0,NULL,1700,m,2011
81.83,Arabica,Gabriel Barbara,MONTE CARMELO CERRADO,Brazil,2016,Mundo Novo,Completed,Natural_Dry,7.42,7.5,7.42,7.5,7.42,7.25,10,10,7.33,11,1,0,3,Green,973,m,2017
81.83,Arabica,Ipanema Coffees,SOUTH MINAS GERAIS,Brazil,2014,Bourbon,Completed,Natural_Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,7.33,11,0,0,0,Green,1100,m,2014
81.83,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.17,7.58,6.83,7.5,7.75,7.25,10,10,7.75,0,0,0,1,Green,1,m,2015
81.83,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.58,7,6.92,6.92,7.67,7.5,10,10,8.25,0,0,0,0,Green,1,m,2015
81.83,Arabica,Jacques Pereira Carneiro,SUL DE MINAS,Brazil,2012,Bourbon,Completed,Semi_washed_Semi_pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,7.83,12,0,0,0,Bluish_Green,1250,m,2013
81.83,Arabica,JORGE FRANCISCO MARTINEZ HACHITY,COAEPEC,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,7.42,12,0,0,10,Green,1250,m,2012
81.83,Arabica,Juan Luis Alvarado Romero,NORTE,Guatemala,2015,Bourbon,Completed,Washed_Wet,7.58,7.5,7.33,7.42,7.58,7.25,10,10,7.17,10,0,2,6,Green,3280,ft,2016
81.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.83,7.67,7.33,7.33,7.67,7.83,10,9.33,7.5,11,0,0,1,Green,4300,ft,2013
81.83,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.42,7.5,7.25,7.5,7.33,7.42,10,10,7.42,10,0,1,1,Green,518,m,2017
81.83,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2010,NULL,Completed,NULL,7.25,7.58,7.83,7.67,7.75,7.75,9.33,10,7.33,2,0,3,12,NULL,NULL,NULL,2010
81.83,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Natural_Dry,7.83,7.83,7.83,8,7.83,7.83,6.67,10,8,0,0,1,1,Bluish_Green,NULL,NULL,2013
81.83,Arabica,Kurt Kappeli,SILTEPEC EL TRIUNFO CHIAPAS MEXICO,Mexico,2014,Typica,Completed,Washed_Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,7.5,11,0,0,0,Green,1550,m,2014
81.83,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 臺南市東山區,Taiwan,2014,Typica,Completed,Washed_Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,7.33,0,0,0,0,Green,700,m,2015
81.83,Arabica,NUCOFFEE,CERRADO OF MINAS GERAIS,Brazil,2011,Mundo Novo,Completed,NULL,7.33,7.67,7.25,7.5,7.5,7.25,10,10,7.33,2,0,0,2,NULL,925,m,2011
81.83,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,7.33,0,0,2,0,Bluish_Green,1775,m,2013
81.83,Arabica,Troy Quimby,TARRAZU,Costa Rica,2016,Catuai,Completed,Pulped_natural_honey,7.25,7.33,7.5,7.33,7.67,7.42,10,10,7.33,0,0,1,4,Green,1900,m,2017
81.83,Arabica,U Mg Mg,YWAR NGAN,Myanmar,2015,Catuai,Completed,Washed_Wet,7.33,7.58,7.5,7.42,7.33,7.33,10,10,7.33,0,0,0,2,Green,4001,ft,2015
81.83,Arabica,VIRIDIANA,CHIAPAS,Mexico,2015,Catuai,Completed,Washed_Wet,7.58,7.5,7.33,7.5,7.17,7.33,10,10,7.42,11,0,0,7,Green,1425,m,2015
81.83,Arabica,NULL,COMAYAGUA,Honduras,2014,Caturra,Completed,Natural_Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,7.5,10,0,0,4,Green,1350,m,2014
81.92,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2017,Caturra,Completed,Washed_Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,7.33,12,0,0,1,Green,1400,m,2017
81.92,Arabica,CALIXTO GUILLEN VAZQUEZ,CHIAPAS,Mexico,2013,Bourbon,Completed,Washed_Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,7.25,12,0,0,6,Green,1300,m,2013
81.92,Arabica,Chris Finch,,Nicaragua,2013,NULL,Completed,Washed_Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,7.33,12,0,3,4,Green,NULL,NULL,2014
81.92,Arabica,Consejo Salvadoreño del Café,EL BALSAMO QUEZALTEPEC,El Salvador,2014,Bourbon,Completed,Washed_Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,9.33,7.33,11,0,0,2,Green,1250,m,2015
81.92,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,TAICHUNG XINSHE 台中市新社區,Taiwan,2012,Typica,Completed,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,7.25,11,0,0,0,Green,1000,m,2013
81.92,Arabica,Exportadora de Cafe Condor S.A,CUNDINAMARCA,Colombia,2010,NULL,Completed,NULL,7.67,7.33,7.33,7.58,7.33,7.33,10,10,7.33,9,0,0,1,NULL,1600,m,2011
81.92,Arabica,Gabriel Barbara,MONTE CARMELO CERRADO,Brazil,2016,Catuai,Completed,Natural_Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,7.5,11,0,0,4,Green,1020,m,2016
81.92,Arabica,JUAN HERMILIO SAMPIERI CARCAMO,VERACRUZ,Mexico,2012,Other,Completed,Washed_Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,7.5,12,0,0,4,Green,1650,m,2012
81.92,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.58,7.5,7.25,7.58,7.58,7.5,10,10,7.58,10,0,0,1,Green,1901,m,2017
81.92,Arabica,Juan Luis Alvarado Romero,NUEVO ORIENTE,Guatemala,2015,Catuai,Completed,Washed_Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,7.25,11,0,0,7,Green,1550,m,2015
81.92,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,7.42,11,2,0,0,Green,4000,ft,2017
81.92,Arabica,LUSSO LAB,MUBUYU ESTATE,Zambia,2014,SL28,Completed,Washed_Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,7.25,0,0,1,3,NULL,1250,m,2014
81.92,Arabica,Mcomafa Co Ltd,MBEYA,Tanzania,2014,Other,Completed,Washed_Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,7.42,12,0,0,4,Green,1877,m,2015
81.92,Arabica,MODESTO LANDEROS FLORES,FORTIN DE LAS FLORES,Mexico,2012,Bourbon,Completed,Washed_Wet,7.67,7.42,7.33,7.83,7.5,7.5,10,10,7.33,12,0,0,0,Green,1000,m,2012
81.92,Arabica,NUCOFFEE,GRAMA VALLEY,Brazil,2012,Mundo Novo,Completed,Natural_Dry,7.42,7.58,7.25,7.5,7.33,7.5,10,10,7.33,12,0,0,3,Green,1100,m,2012
81.92,Arabica,Rob Tuttle,,Honduras,2012,NULL,Completed,Washed_Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,7.42,11,0,0,0,Green,NULL,NULL,2014
81.92,Arabica,SAUL M. HERNANDEZ RAMIREZ,CHAPULHUACAN HIDALGO,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,7.42,13,0,2,7,None,981,m,2012
81.92,Arabica,SAUL M. HERNANDEZ RAMIREZ,HUAZALINGO HIDALGO,Mexico,2012,Mundo Novo,Completed,Washed_Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,7.58,14,0,2,8,None,690,m,2012
82,Arabica,AFCA,NORTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,7.33,13,0,0,1,Bluish_Green,2500,m,2014
82,Arabica,Beneficio Santa Rosa,OCCIDENTAL,Honduras,2014,Caturra,Completed,Washed_Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,7.17,11,0,0,5,Green,1400,m,2014
82,Arabica,Bismarck Castro,EL PARAISO,Honduras,2017,Caturra,Completed,Washed_Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,7.42,12,0,0,1,Green,1600,m,2017
82,Arabica,Bismarck Castro,GUINOPE EL PARAISO,Honduras,2016,Caturra,Completed,Natural_Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,7.5,10,1,0,7,Green,1600,m,2017
82,Arabica,Didas,KILIMANJARO,Tanzania,2015,Other,Completed,Washed_Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,7.42,13,0,0,20,Green,1650,m,2015
82,Arabica,Doi Tung Development Project,THAILAND,Thailand,2013,NULL,Completed,Washed_Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,7.33,11,0,0,0,Green,800,m,2014
82,Arabica,Eric Thormaehlen,CENTRAL VALLEY WEST VALLEY,Costa Rica,2013,Catuai,Completed,Washed_Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,7.33,10,0,0,4,Green,1300,m,2014
82,Arabica,Felipe Isaza,ORIENTE,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,9.33,7.42,0,0,0,10,Green,4600,ft,2012
82,Arabica,Finca Estate,MERU,Tanzania,2014,Other,Completed,Washed_Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,7.5,12,0,0,3,Green,1350,m,2014
82,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2016,Bourbon,Completed,Natural_Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,7.5,11,2,0,3,Green,944,m,2016
82,Arabica,JORGE OCTAVIO ESCAMILLA PRADO,COSCOMATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,7.42,12,0,0,1,Green,940,m,2012
82,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2012,Bourbon,Completed,Natural_Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,7.17,11,0,0,3,Green,NULL,NULL,2012
82,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 臺南市東山區,Taiwan,2012,Typica,Completed,Washed_Wet,7.42,7.58,7.33,7.42,8,7.5,10,10,7.42,12,0,0,0,Bluish_Green,650,m,2013
82,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 臺南市東山區,Taiwan,2013,Typica,Completed,Washed_Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,7.75,9,0,0,0,Green,600,m,2014
82,Arabica,Minwook Ku,LAO PDR,Laos,2015,Other,Completed,Washed_Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,7.5,12,0,0,0,Blue_Green,1250,m,2015
82,Arabica,NUCOFFEE,SOUTH OF MINAS GERAIS,Brazil,2012,Mundo Novo,Completed,Natural_Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,7.42,12,0,0,1,Green,1000,m,2012
82,Arabica,NUCOFFEE,SOUTH OF MINAS GERAIS,Brazil,2012,Mundo Novo,Completed,Semi_washed_Semi_pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,7.33,12,0,0,2,Green,950,m,2012
82,Arabica,NUCOFFEE,CERRADO OF MINAS GERAIS,Brazil,2012,Catuai,Completed,Semi_washed_Semi_pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,7.42,11,0,0,1,Blue_Green,1050,m,2012
82,Arabica,Owen Carver,MINAS GERAIS BR,Brazil,2012,Mundo Novo,Completed,Natural_Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,7.67,11,0,0,0,Blue_Green,1038.5,m,2013
82,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2011,Caturra,Completed,NULL,7.33,7,7.08,7.42,7.5,7.67,10,10,8,7,0,0,2,NULL,1775,m,2011
82,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,7.17,11,0,0,1,Green,1900,m,2013
82.08,Arabica,Balam Hinyula,KILIMANJARO,Tanzania,2014,Bourbon,Completed,Washed_Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,7.42,12,0,0,5,Green,1500,m,2015
82.08,Arabica,Cafe Politico,,Colombia,2013,NULL,Completed,Washed_Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,7.25,11,0,1,0,Green,NULL,NULL,2014
82.08,Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",TRES RIOS,Costa Rica,2015,Caturra,Completed,Washed_Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,7.67,0,0,0,0,Blue_Green,1300,m,2015
82.08,Arabica,CARCAFE LTDA CI,CAUCA,Colombia,2011,NULL,Completed,NULL,7.67,7.42,7.67,7.33,7.25,7.58,10,10,7.17,8,0,1,5,NULL,1600,m,2011
82.08,Arabica,"CECA, S.A.",TURRIALBA,Costa Rica,2013,Caturra,Completed,Washed_Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,7.33,11,0,0,2,Green,13,m,2014
82.08,Arabica,"El Equimite, Cafetal Biodinámico",COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,7.42,13,0,0,7,Green,1300,m,2012
82.08,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2016,Bourbon,Completed,Natural_Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,7.5,11,1,0,3,Green,894,m,2016
82.08,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,7.25,0,0,0,1,Green,1,m,2015
82.08,Arabica,JULIO PEREZ HERNANDEZ,TAPACHULA,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,7.5,13,0,3,13,Green,1800,m,2012
82.08,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Washed_Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,7.42,10,0,0,2,Green,NULL,NULL,2012
82.08,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Natural_Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,7.5,11,0,0,0,Bluish_Green,NULL,NULL,2012
82.08,Arabica,Ngorogoro Convenant Estate,NGOROGORO,Tanzania,2014,Other,Completed,Washed_Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,7.5,12,0,0,3,Green,1600,m,2015
82.08,Arabica,Raúl Vargas,HUILA,Colombia,2016,Caturra,Completed,Washed_Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,10,7.58,0,7,0,6,Green,NULL,NULL,2017
82.08,Arabica,ROSA AURORA FALCON FERNANDEZ,COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,7.33,11,0,0,11,Green,1250,m,2012
82.08,Arabica,Royal Base Corporation,DON DUONG,Vietnam,2012,Other,Completed,Natural_Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,7.42,12,0,0,2,Green,1040,m,2012
82.08,Arabica,SanJava Coffee,ACEH GAYO,Indonesia,2017,Bourbon,Completed,Washed_Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,7.33,15,0,0,3,NULL,1300,m,2017
82.08,Arabica,SERGIO DE LA VEQUIA BERNARDI,HUATUSCO,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,7.33,11,0,0,1,Green,1250,m,2012
82.17,Arabica,"BENCAFE, S. A.",JINOTEGA PROVINCE,Nicaragua,2016,NULL,Completed,NULL,7.5,7.5,7.33,7.42,7.5,7.42,10,10,7.5,10,0,0,1,Green,1000,m,2016
82.17,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2015,Caturra,Completed,Washed_Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,7.58,11,1,0,2,Bluish_Green,1500,m,2016
82.17,Arabica,BOURBON SPECIALTY COFFEES,CERRADO CAMPOS ALTOS,Brazil,2014,Mundo Novo,Completed,Natural_Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,7.5,12,0,0,1,Green,NULL,NULL,2015
82.17,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,7.33,11,0,0,2,Green,1350,m,2015
82.17,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,YUNLIN 雲林縣石壁,Taiwan,2013,Typica,Completed,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,7.17,11,0,0,0,Green,1200,m,2013
82.17,Arabica,Doi Tung Development Project,THAILAND,Thailand,2014,NULL,Completed,Washed_Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,7.5,12,0,0,0,Bluish_Green,800,m,2015
82.17,Arabica,EssenceCoffee,ATITLAN,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,7.42,9,0,0,4,Blue_Green,1500,m,2015
82.17,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2013,Caturra,Completed,Washed_Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,7.5,0,0,0,1,Bluish_Green,1750,m,2013
82.17,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,NULL,Completed,NULL,7.58,7.67,7.42,7.17,7.17,7.75,10,10,7.42,8,0,0,0,NULL,1800,m,2011
82.17,Arabica,IBERO COFFEE TRADING CO (T) LTD,NORTHERN,Tanzania,2015,Other,Completed,Washed_Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,7.58,12,0,0,1,Green,1600,m,2015
82.17,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2016,Bourbon,Completed,Natural_Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,7.5,11,1,0,5,Green,934,m,2016
82.17,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,7.58,0,0,0,1,Green,1,m,2015
82.17,Arabica,J.ANDRADE,COSAUTLAN DE CARVAJAL,Mexico,2013,Other,Completed,Washed_Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,7.33,12,0,0,0,Green,1100,m,2014
82.17,Arabica,Langiro Farm group,RUVUMA,Tanzania,2015,Bourbon,Completed,Washed_Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,7.5,13,0,1,6,Green,1650,m,2015
82.17,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 臺南市東山區,Taiwan,2012,Typica,Completed,Washed_Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,7.58,0,0,0,0,Green,800,m,2013
82.17,Arabica,LUSSO LAB,LA CONCORDIA CHIAPAS,Mexico,2013,Other,Completed,Washed_Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,7.5,10,0,1,1,None,1400,m,2014
82.17,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,COLIMA,Mexico,2012,Typica,Completed,Washed_Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,7.58,10,0,0,1,Green,1200,m,2012
82.17,Arabica,SALVADOR CARO CARRION,ALTOTONGA,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,7.5,12,0,0,4,Green,1000,m,2012
82.17,Arabica,SAUL M. HERNANDEZ RAMIREZ,SAN BARTOLO TUTOTEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,7.67,15,0,1,9,None,1144,m,2012
82.17,Arabica,Tembo Coffee Company Ltd,ILOMBA VILAGE MBOZI,Tanzania,2014,Other,Completed,Washed_Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,7.25,12,0,0,1,Green,1700,m,2014
82.17,Arabica,The Coffee Source Inc.,ORIENTE,Guatemala,2012,Caturra,Completed,Washed_Wet,7.25,7.75,7,7.75,8.17,7.75,10,9.33,7.17,12,0,0,2,None,1350,m,2012
82.25,Arabica,Adam Kline,,El Salvador,2012,Other,Completed,Washed_Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,7.33,0,0,2,5,Green,NULL,NULL,2012
82.25,Arabica,AFCA,SOUTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,7.42,13,0,0,0,Blue_Green,1180,m,2014
82.25,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,7.33,11,0,0,2,Green,1350,m,2015
82.25,Arabica,Consejo Salvadoreño del Café,APANECAILAMATEPEC,El Salvador,2014,Bourbon,Completed,Washed_Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,7.58,12,0,0,0,Green,1500,m,2015
82.25,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,,Taiwan,2016,NULL,Completed,NULL,7,7.08,7,7.17,7,7,10,10,10,10,0,0,0,Blue_Green,NULL,NULL,2017
82.25,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,NANTOU GUOXING 南投縣國姓鄉,Taiwan,2013,Typica,Completed,Washed_Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,7.25,11,0,0,0,Green,650,m,2013
82.25,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,7.42,12,0,0,1,Green,1750,m,2012
82.25,Arabica,GUILLERMO ROJAS SALDANA,JUQUILA,Mexico,2012,Typica,Completed,Washed_Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,7.33,12,0,0,13,Green,1250,m,2012
82.25,Arabica,Ipanema Coffees,SOUTH MINAS GERAIS,Brazil,2014,Bourbon,Completed,Natural_Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,7.42,11,0,0,0,Green,1100,m,2014
82.25,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,7.67,0,0,0,9,Green,1,m,2015
82.25,Arabica,JESUS CARLOS CARDENAS VALDIVIA,COSAUTLAN DE CARVAJAL VER,Mexico,2013,Mundo Novo,Completed,Washed_Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,7.42,12,0,0,4,Blue_Green,1338,m,2013
82.25,Arabica,Juan Luis Alvarado Romero,ANTIGUA,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,7.33,11,0,0,2,Green,4563,ft,2012
82.25,Arabica,Juan Luis Alvarado Romero,NUEVO ORIENTE,Guatemala,2016,Pacas,Completed,Washed_Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,7.33,11,2,0,2,Green,1450,m,2016
82.25,Arabica,KlemOrganics,BRAZIL MATAS DE MINAS,Brazil,2017,Catuai,Completed,Washed_Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,7.5,9,6,2,10,Green,1100,m,2017
82.25,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2013,Hawaiian Kona,Completed,Natural_Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,7.42,0,0,0,1,Bluish_Green,NULL,NULL,2013
82.25,Arabica,MANUEL HERRERA JUAREZ,TEOCELO,Mexico,2012,Bourbon,Completed,Washed_Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,7.33,13,0,0,3,Green,1170,m,2012
82.25,Arabica,NUCOFFEE,,Brazil,2012,Arusha,Completed,Natural_Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,7.5,12,0,0,1,Green,NULL,NULL,2012
82.25,Arabica,ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,CANOAS,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,7.42,10,0,0,3,Green,900,m,2012
82.25,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2012,Caturra,Completed,Washed_Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,7.58,11,0,0,0,Green,1775,m,2012
82.25,Arabica,Racafe & Cia S.C.A,CAUCA,Colombia,2011,NULL,Completed,NULL,7.17,7.25,7.58,7.25,7.58,7.67,10,10,7.75,22,0,0,2,NULL,NULL,NULL,2011
82.25,Arabica,SAUL M. HERNANDEZ RAMIREZ,CALNALI HIDALGO,Mexico,2012,Bourbon,Completed,Washed_Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,7.58,16,0,3,8,None,533,m,2012
82.25,Arabica,SERGIO DE LA VEQUIA BERNARDI,HUATUSCO,Mexico,2012,Typica,Completed,Washed_Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,7.42,11,0,0,0,Green,1100,m,2012
82.33,Arabica,AFCA,SOUTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,7.58,12,0,0,0,Green,1450,m,2014
82.33,Arabica,ALFREDO BOJALIL,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,7.42,12,0,0,3,Green,1300,m,2013
82.33,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2017,Caturra,Completed,Washed_Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,7.58,10,1,0,8,Green,1396,m,2017
